,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,360,360,360,360,720,720,720,720,720,540,540,720,540,540,720.0,,,
0,360,540,720,540,720,540,360,360,540,540,720,1080,1080,1080,,,,
0,360,270,270,360,360,360,360,360,360,360,540,720,540,720,1080.0,,,
0,360,360,540,540,1080,720,1080,720,720,720,1080,720,720,540,720.0,,,
0,540,540,360,360,360,360,360,720,360,360,360,360,720,540,360.0,720.0,720.0,1080.0
0,360,540,1080,1080,1080,540,720,1080,540,720,540,540,720,720,1080.0,720.0,,
0,360,360,360,720,1080,720,720,720,360,540,720,360,540,720,540.0,,,
0,540,540,360,360,360,360,360,720,540,540,360,360,540,360,360.0,540.0,720.0,540.0
0,360,720,1080,720,1080,720,1080,720,720,1080,540,540,720,720,720.0,540.0,,
0,360,720,1080,1080,1080,720,720,720,1080,1080,1080,1080,1080,1080,1080.0,,,
0,540,720,720,1080,1080,720,1080,1080,1080,1080,1080,1080,1080,1080,,,,
0,540,720,1080,1080,720,1080,1080,1080,540,1080,1080,540,1080,1080,,,,
0,540,360,360,360,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,720.0,1080.0,,
0,360,540,540,540,720,1080,1080,1080,720,1080,720,540,720,720,720.0,720.0,,
0,360,360,360,360,360,540,270,360,540,540,540,540,540,540,,,,
0,540,360,360,360,360,360,360,540,360,540,540,540,540,360,540.0,720.0,,
0,360,360,360,360,360,360,216,270,360,360,360,360,360,360,,,,
0,360,360,720,360,540,540,540,540,720,540,540,540,540,540,1080.0,1080.0,,
0,360,360,360,540,720,720,720,1080,720,720,720,540,540,540,720.0,,,
0,360,360,360,360,360,360,360,540,360,360,360,360,540,360,360.0,,,
0,360,540,720,720,540,1080,720,1080,720,720,720,720,720,720,1080.0,,,
0,360,720,1080,1080,1080,720,720,540,720,720,720,1080,1080,720,720.0,,,
0,720,540,360,720,540,540,1080,1080,720,1080,1080,720,720,360,270.0,1080.0,,
0,360,216,360,360,720,1080,1080,540,360,360,720,540,540,360,540.0,,,
0,360,360,360,270,270,270,270,270,216,216,270,360,360,360,360.0,,,
0,360,360,360,360,360,360,216,270,540,360,720,360,360,720,,,,
0,540,1080,360,540,360,360,540,1080,1080,720,540,1080,1080,540,1080.0,1080.0,1080.0,1080.0
0,360,540,1080,540,360,720,360,360,360,360,360,1080,1080,720,360.0,,,
0,360,360,270,360,360,360,360,360,540,360,540,540,540,720,720.0,,,
0,360,360,540,360,1080,360,720,720,1080,360,1080,1080,1080,1080,360.0,,,
0,360,360,360,360,540,720,540,540,540,540,540,360,360,540,540.0,540.0,,
0,360,720,720,720,720,720,360,360,540,540,720,720,720,720,,,,
0,360,540,540,540,540,540,540,360,360,360,540,360,540,360,540.0,540.0,,
0,360,540,1080,540,360,1080,720,540,540,540,540,1080,1080,540,720.0,,,
0,540,360,360,360,360,360,360,540,720,720,540,720,360,720,720.0,720.0,,
0,360,360,540,720,720,720,540,540,540,540,360,360,540,540,540.0,,,
0,360,540,720,720,1080,720,720,720,1080,720,720,720,720,720,1080.0,,,
0,360,216,360,360,720,540,720,540,360,360,360,360,360,540,540.0,,,
0,360,540,540,540,540,540,540,540,360,360,540,360,720,360,720.0,540.0,,
0,360,540,1080,360,360,720,360,360,360,360,360,1080,720,720,720.0,,,
0,360,540,720,720,360,540,540,540,540,720,720,720,720,540,1080.0,,,
0,360,540,1080,360,360,720,360,270,360,270,270,720,720,720,720.0,,,
0,360,360,720,360,540,540,540,540,720,1080,540,540,540,720,1080.0,1080.0,,
0,360,360,360,360,540,360,360,360,540,360,360,540,540,540,720.0,,,
0,360,1080,1080,1080,1080,1080,720,720,720,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,360,360,360,360,360,360,720,540,1080,360,360,360,360,720.0,360.0,,
0,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,360,270,360,720,720,1080,720,1080,540,720,540,360,360,360,540.0,,,
0,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,720,1080.0,1080.0,,
0,360,360,360,360,360,360,360,540,360,360,270,270,360,540,540.0,,,
0,360,360,360,540,540,360,360,360,360,360,360,360,540,540,540.0,,,
0,360,216,360,360,540,720,720,720,540,540,720,360,540,360,360.0,,,
0,360,720,720,720,720,720,360,360,360,360,720,540,540,720,,,,
0,360,360,720,720,720,1080,720,1080,720,1080,1080,720,540,720,1080.0,1080.0,,
0,360,360,360,720,720,720,360,360,360,360,720,720,1080,1080,1080.0,,,
0,360,540,720,720,1080,720,720,720,720,1080,1080,540,540,540,540.0,540.0,,
0,720,540,360,360,360,360,540,720,720,720,720,540,720,360,720.0,720.0,,
0,360,720,720,720,720,720,360,540,1080,720,1080,1080,1080,1080,,,,
0,540,540,360,540,360,360,1080,1080,1080,1080,360,1080,1080,540,1080.0,1080.0,1080.0,1080.0
0,360,360,360,270,360,540,540,720,540,720,540,540,360,540,720.0,,,
0,360,360,360,360,1080,1080,1080,1080,720,1080,1080,1080,1080,720,1080.0,360.0,,
0,360,360,540,360,720,720,360,360,720,720,720,540,540,540,,,,
0,360,216,360,360,540,540,360,540,270,360,360,360,360,360,540.0,,,
0,540,720,1080,1080,1080,1080,720,720,720,720,1080,1080,1080,1080,720.0,720.0,,
0,360,360,360,360,1080,1080,1080,1080,1080,540,1080,1080,1080,1080,1080.0,,,
0,540,720,720,1080,1080,1080,1080,1080,1080,720,1080,1080,1080,720,1080.0,1080.0,,
0,720,1080,1080,1080,1080,720,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,540,360,360,360,360,540,540,720,540,540,540,540,360,540.0,540.0,,
0,540,540,360,360,360,360,720,1080,720,360,360,360,360,360,540.0,1080.0,1080.0,1080.0
0,360,540,720,1080,1080,540,1080,720,720,1080,540,540,720,720,540.0,540.0,,
0,360,360,360,360,540,360,360,360,360,360,360,360,360,540,540.0,,,
0,720,540,360,360,360,360,540,720,1080,1080,360,1080,360,270,360.0,720.0,,
0,720,720,720,720,720,720,1080,1080,720,1080,720,1080,1080,720,720.0,1080.0,,
0,360,360,360,360,360,360,360,540,360,360,360,360,540,540,540.0,,,
0,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,720.0,1080.0,,
0,360,360,540,270,270,270,270,270,216,216,270,360,360,360,360.0,,,
0,360,216,360,360,540,540,360,540,270,360,360,270,270,360,540.0,,,
0,360,360,360,720,720,720,720,720,540,720,720,360,360,360,360.0,,,
0,360,360,360,360,540,540,540,540,540,540,540,720,720,540,720.0,,,
0,360,360,360,270,360,720,540,360,360,360,360,720,1080,720,360.0,,,
0,540,360,360,540,540,1080,1080,1080,360,360,360,540,1080,720,,,,
0,360,360,540,540,540,360,360,360,540,360,540,540,720,360,720.0,,,
0,360,720,1080,360,360,540,360,360,360,360,540,720,720,540,540.0,,,
0,360,360,360,270,270,720,540,540,540,540,720,360,360,540,540.0,,,
0,360,540,540,540,720,720,720,720,360,540,540,360,720,720,540.0,720.0,,
0,540,540,360,360,360,360,540,720,720,720,360,540,720,360,360.0,720.0,720.0,1080.0
0,360,360,540,720,720,720,720,540,540,360,540,360,540,720,720.0,,,
0,540,540,540,540,540,540,540,360,360,540,720,540,540,720,,,,
0,360,360,360,270,270,360,540,360,360,360,360,360,360,360,360.0,,,
0,360,360,360,360,540,360,360,360,720,360,360,720,360,360,1080.0,,,
0,360,270,270,360,360,360,360,360,360,360,360,720,720,720,720.0,,,
0,360,270,360,720,720,540,540,720,720,720,720,720,540,540,1080.0,,,
0,540,540,720,1080,1080,1080,720,1080,1080,720,1080,1080,1080,720,720.0,1080.0,,
0,360,360,360,360,360,360,360,360,720,540,720,720,720,720,720.0,,,
0,360,720,720,720,540,540,540,540,540,720,720,720,720,540,1080.0,,,
0,360,720,1080,1080,720,1080,1080,720,360,360,540,360,720,720,1080.0,1080.0,,
0,720,540,360,360,360,360,540,720,540,540,360,720,360,270,216.0,720.0,,
0,360,360,360,360,360,360,360,360,360,270,270,270,360,360,360.0,,,
0,540,540,360,360,360,360,360,540,360,360,360,360,360,360,360.0,720.0,720.0,1080.0
0,540,540,360,540,360,360,720,540,360,360,360,540,1080,540,1080.0,1080.0,1080.0,1080.0
0,540,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,,,,
0,720,540,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,540,720.0,1080.0,,
0,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,360,360,360,360,540,360,360,540,540,540,540,540,540,540,720.0,,,
0,360,270,270,360,360,360,360,360,360,360,360,540,540,720,720.0,,,
0,720,720,720,720,360,360,540,720,720,720,720,360,360,360,360.0,540.0,,
0,720,720,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,720.0,,
0,360,360,720,1080,1080,1080,720,1080,720,720,720,720,540,720,720.0,,,
0,360,540,540,360,540,540,540,540,540,720,720,540,540,540,540.0,540.0,,
0,360,216,360,360,720,1080,720,1080,720,720,720,540,540,720,720.0,,,
0,360,360,360,360,360,360,360,360,360,360,360,540,540,360,360.0,,,
0,360,360,360,360,540,360,1080,360,720,540,720,360,1080,360,360.0,,,
0,360,720,1080,540,360,720,720,540,540,540,540,1080,1080,720,540.0,,,
0,360,360,360,360,360,360,216,270,360,360,360,360,360,360,,,,
0,540,360,360,360,360,360,360,360,540,540,360,360,360,360,540.0,540.0,,
0,360,540,1080,720,540,720,360,270,540,360,720,720,1080,720,,,,
0,360,540,540,540,1080,1080,720,720,720,720,720,720,720,720,720.0,,,
0,540,360,360,720,720,1080,720,720,720,720,1080,720,540,540,720.0,720.0,,
0,360,1080,1080,1080,1080,720,1080,720,720,1080,540,540,720,720,720.0,540.0,,
0,360,360,540,720,540,540,540,720,540,720,540,540,540,540,1080.0,,,
0,360,360,360,270,720,360,720,720,540,360,360,540,360,720,1080.0,,,
0,720,540,1080,1080,720,1080,1080,1080,720,1080,1080,540,720,540,720.0,1080.0,,
0,360,360,360,360,360,360,360,360,360,360,270,360,360,360,540.0,,,
0,360,360,360,360,720,720,720,720,540,540,540,720,720,720,720.0,,,
0,540,540,360,360,360,360,360,720,720,540,360,540,540,360,360.0,720.0,720.0,1080.0
0,720,720,720,720,720,720,1080,1080,720,1080,720,1080,720,1080,720.0,1080.0,,
0,540,540,540,540,540,720,1080,720,540,540,720,720,720,720,,,,
0,720,540,1080,720,1080,720,1080,1080,1080,1080,1080,720,1080,540,360.0,1080.0,,
0,360,360,360,540,720,720,540,360,360,270,360,360,540,720,720.0,,,
0,360,360,360,270,270,360,540,360,360,540,540,360,360,360,360.0,,,
0,540,1080,1080,1080,1080,1080,1080,1080,360,540,720,720,1080,1080,,,,
0,360,360,360,540,540,360,360,360,360,360,360,360,540,540,720.0,,,
0,720,1080,1080,1080,720,1080,1080,1080,1080,1080,1080,1080,1080,540,720.0,1080.0,,
0,360,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,1080,360,540,360,360,540,720,360,540,360,540,1080,360,1080.0,1080.0,1080.0,1080.0
0,360,720,720,720,1080,1080,720,720,720,720,1080,720,1080,720,720.0,,,
0,360,540,540,540,720,720,360,360,540,540,720,540,540,540,,,,
0,360,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,720,720,1080,720.0,1080.0,,
0,540,360,360,360,1080,1080,1080,1080,360,1080,360,360,720,1080,720.0,1080.0,,
0,360,360,360,270,360,540,540,360,216,216,270,540,360,540,540.0,,,
0,720,1080,720,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,360,270,360,720,720,720,720,720,540,360,540,360,360,540,540.0,,,
0,360,540,540,540,360,540,540,720,540,720,540,540,540,540,720.0,,,
0,720,1080,1080,1080,1080,720,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,720,1080,1080,1080,720,720,1080,1080,1080,1080,1080,1080,1080,,,,
0,360,720,1080,1080,1080,1080,1080,720,720,1080,1080,1080,1080,720,1080.0,1080.0,,
0,360,360,360,270,360,720,720,360,360,360,540,1080,540,540,720.0,,,
0,360,360,360,360,540,1080,1080,540,1080,540,1080,720,720,720,360.0,,,
0,540,360,360,540,540,540,540,1080,360,360,360,360,1080,360,,,,
0,540,720,720,720,720,1080,1080,1080,540,540,1080,1080,1080,720,,,,
0,360,270,270,360,720,540,540,720,1080,720,360,360,540,1080,1080.0,,,
0,360,720,1080,1080,720,720,1080,720,720,360,540,540,720,1080,540.0,540.0,,
0,360,360,720,720,720,720,720,1080,1080,1080,1080,540,540,720,1080.0,1080.0,,
0,540,540,360,360,360,360,360,540,360,360,360,360,360,270,360.0,360.0,540.0,360.0
0,360,360,360,360,540,720,360,360,540,540,360,540,540,540,,,,
0,360,360,270,360,360,360,360,360,360,360,360,540,540,540,720.0,,,
0,360,270,270,360,720,720,360,540,720,540,720,1080,1080,1080,1080.0,,,
0,540,720,360,360,360,360,540,720,720,540,360,540,1080,360,540.0,720.0,720.0,540.0
0,360,540,720,720,720,720,360,360,360,360,540,360,720,1080,,,,
0,360,360,360,270,270,360,540,360,360,360,360,360,360,360,720.0,,,
0,720,540,360,360,360,360,540,720,720,720,720,360,720,360,360.0,720.0,,
0,360,360,360,360,540,360,360,360,360,360,540,360,540,540,720.0,,,
0,360,216,360,360,540,540,360,540,360,360,360,360,360,540,360.0,,,
0,540,1080,1080,1080,1080,1080,1080,1080,540,540,1080,1080,1080,1080,,,,
0,720,540,360,360,360,360,540,720,540,1080,360,720,720,270,720.0,360.0,,
0,360,360,360,540,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,360,360,360,360,540,540,720,720,540,540,540,540,720,720.0,720.0,,
0,360,540,540,540,720,720,1080,1080,360,360,540,360,540,720,720.0,720.0,,
0,360,360,360,720,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,,,
0,360,360,360,360,540,540,540,540,720,540,720,540,540,720,1080.0,1080.0,,
0,540,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,720.0,1080.0,,
0,360,360,720,720,720,720,360,360,540,540,720,540,540,720,,,,
0,360,360,360,360,360,360,216,270,360,360,360,360,360,360,,,,
0,360,360,540,720,720,720,720,720,720,720,720,720,720,720,720.0,,,
0,540,360,360,540,540,540,540,360,1080,360,360,360,720,1080,,,,
0,720,540,1080,720,720,720,1080,1080,1080,1080,1080,1080,1080,360,720.0,1080.0,,
0,360,540,540,540,540,540,540,540,360,540,360,360,720,360,720.0,540.0,,
0,540,540,360,540,540,720,720,720,720,540,720,720,720,540,540.0,540.0,,
0,540,540,360,360,360,360,540,1080,1080,720,540,1080,1080,360,540.0,1080.0,1080.0,1080.0
0,360,216,360,360,540,540,360,540,270,360,360,270,360,360,360.0,,,
0,540,360,360,540,1080,1080,1080,1080,360,360,1080,1080,1080,1080,720.0,540.0,,
0,360,360,360,360,360,360,360,360,360,270,270,270,360,360,360.0,,,
0,540,1080,360,540,360,360,360,720,720,540,360,720,1080,540,540.0,1080.0,1080.0,1080.0
0,360,360,720,360,360,540,360,360,360,360,360,720,720,360,360.0,,,
0,540,540,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,360,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,360,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,,,
0,360,360,360,270,270,360,540,360,540,540,360,360,540,540,720.0,,,
0,360,216,360,360,540,540,540,720,360,360,720,360,360,360,540.0,,,
0,540,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,,,,
0,720,720,720,720,720,1080,1080,1080,720,1080,1080,1080,1080,1080,720.0,1080.0,,
0,360,720,1080,360,360,720,540,360,360,360,360,540,540,360,540.0,,,
0,360,720,1080,1080,720,720,720,720,720,720,1080,1080,1080,1080,1080.0,,,
0,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,1080.0,,
0,540,540,360,360,360,360,540,720,720,720,360,540,1080,360,360.0,540.0,720.0,1080.0
0,360,540,720,720,720,1080,360,540,1080,720,720,1080,1080,720,,,,
0,360,360,360,360,540,360,360,540,720,540,360,720,720,540,720.0,,,
0,360,540,720,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080.0,,,
0,360,360,360,360,360,360,360,360,360,360,270,360,360,360,360.0,,,
0,360,360,540,360,1080,720,1080,360,1080,720,1080,360,1080,1080,360.0,,,
0,720,1080,1080,1080,720,720,1080,1080,1080,720,1080,540,720,360,360.0,720.0,,
0,540,360,360,360,360,720,1080,1080,720,720,540,1080,360,720,360.0,540.0,,
0,720,1080,720,720,720,720,1080,1080,720,1080,1080,1080,720,720,1080.0,1080.0,,
0,360,540,540,540,540,540,720,720,720,720,720,360,540,360,540.0,540.0,,
0,360,360,720,360,360,720,540,360,360,360,360,720,540,360,360.0,,,
0,540,360,360,540,1080,1080,1080,1080,360,1080,1080,1080,1080,1080,,,,
0,360,360,360,270,270,360,540,540,540,540,360,360,360,540,720.0,,,
0,360,360,360,720,1080,1080,1080,1080,720,540,1080,1080,1080,1080,1080.0,1080.0,,
0,360,360,360,360,360,360,360,360,360,270,270,360,360,360,360.0,,,
0,540,360,360,540,1080,1080,1080,1080,360,540,1080,360,1080,1080,,,,
0,360,360,540,360,360,540,720,720,360,720,540,1080,360,720,720.0,,,
0,720,540,360,360,360,360,720,1080,720,720,1080,540,720,360,270.0,1080.0,,
0,540,720,720,1080,1080,1080,1080,720,720,540,540,720,720,720,720.0,720.0,,
0,720,540,720,720,540,540,1080,1080,1080,1080,1080,720,1080,540,270.0,720.0,,
0,360,360,360,360,360,360,360,360,360,360,360,360,360,360,540.0,,,
0,360,540,540,540,540,720,1080,1080,720,1080,720,360,540,720,540.0,540.0,,
0,360,540,720,360,360,720,360,360,360,360,360,720,540,360,360.0,,,
0,540,540,360,360,360,360,360,540,540,540,360,360,720,360,360.0,720.0,720.0,1080.0
0,360,540,540,540,720,540,1080,720,720,720,360,360,540,360,540.0,540.0,,
0,360,270,270,360,540,360,360,360,720,540,720,540,540,720,1080.0,,,
0,360,1080,1080,1080,1080,1080,1080,540,540,720,360,540,720,720,720.0,720.0,,
0,720,1080,1080,1080,1080,1080,1080,1080,1080,1080,720,1080,1080,1080,1080.0,1080.0,,
0,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360.0,,,
